id,title,category,price,old_price,price_drop,percent_drop,timestamp
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops","men's clothing",109.95,109.95,0,0.0,"2025-04-20 20:52:17"
2,"Mens Casual Premium Slim Fit T-Shirts ","men's clothing",22.3,22.3,0,0.0,"2025-04-20 20:52:17"
3,"Mens Cotton Jacket","men's clothing",55.99,55.99,0,0.0,"2025-04-20 20:52:17"
4,"Mens Casual Slim Fit","men's clothing",15.99,15.99,0,0.0,"2025-04-20 20:52:17"
5,"John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet",jewelery,695.0,695.0,0,0.0,"2025-04-20 20:52:17"
6,"Solid Gold Petite Micropave ",jewelery,168.0,168.0,0,0.0,"2025-04-20 20:52:17"
7,"White Gold Plated Princess",jewelery,9.99,9.99,0,0.0,"2025-04-20 20:52:17"
8,"Pierced Owl Rose Gold Plated Stainless Steel Double",jewelery,10.99,10.99,0,0.0,"2025-04-20 20:52:17"
9,"WD 2TB Elements Portable External Hard Drive - USB 3.0 ",electronics,64.0,64.0,0,0.0,"2025-04-20 20:52:17"
10,"SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s",electronics,109.0,109.0,0,0.0,"2025-04-20 20:52:17"
11,"Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5",electronics,109.0,109.0,0,0.0,"2025-04-20 20:52:17"
12,"WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive",electronics,114.0,114.0,0,0.0,"2025-04-20 20:52:17"
13,"Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin",electronics,599.0,599.0,0,0.0,"2025-04-20 20:52:17"
14,"Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ",electronics,999.99,999.99,0,0.0,"2025-04-20 20:52:17"
15,"BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats","women's clothing",56.99,56.99,0,0.0,"2025-04-20 20:52:17"
16,"Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket","women's clothing",29.95,29.95,0,0.0,"2025-04-20 20:52:17"
17,"Rain Jacket Women Windbreaker Striped Climbing Raincoats","women's clothing",39.99,39.99,0,0.0,"2025-04-20 20:52:17"
18,"MBJ Women's Solid Short Sleeve Boat Neck V ","women's clothing",9.85,9.85,0,0.0,"2025-04-20 20:52:17"
19,"Opna Women's Short Sleeve Moisture","women's clothing",7.95,7.95,0,0.0,"2025-04-20 20:52:17"
20,"DANVOUY Womens T Shirt Casual Cotton Short","women's clothing",12.99,12.99,0,0.0,"2025-04-20 20:52:17"
id,title,category,price,old_price,price_drop,percent_drop,timestamp
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops","men's clothing",109.95,109.95,0,0.0,"2025-04-20 20:54:46"
2,"Mens Casual Premium Slim Fit T-Shirts ","men's clothing",22.3,22.3,0,0.0,"2025-04-20 20:54:46"
3,"Mens Cotton Jacket","men's clothing",55.99,55.99,0,0.0,"2025-04-20 20:54:46"
4,"Mens Casual Slim Fit","men's clothing",15.99,15.99,0,0.0,"2025-04-20 20:54:46"
5,"John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet",jewelery,695.0,695.0,0,0.0,"2025-04-20 20:54:46"
6,"Solid Gold Petite Micropave ",jewelery,168.0,168.0,0,0.0,"2025-04-20 20:54:46"
7,"White Gold Plated Princess",jewelery,9.99,9.99,0,0.0,"2025-04-20 20:54:46"
8,"Pierced Owl Rose Gold Plated Stainless Steel Double",jewelery,10.99,10.99,0,0.0,"2025-04-20 20:54:46"
9,"WD 2TB Elements Portable External Hard Drive - USB 3.0 ",electronics,64.0,64.0,0,0.0,"2025-04-20 20:54:46"
10,"SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s",electronics,109.0,109.0,0,0.0,"2025-04-20 20:54:46"
11,"Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5",electronics,109.0,109.0,0,0.0,"2025-04-20 20:54:46"
12,"WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive",electronics,114.0,114.0,0,0.0,"2025-04-20 20:54:46"
13,"Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin",electronics,599.0,599.0,0,0.0,"2025-04-20 20:54:46"
14,"Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ",electronics,999.99,999.99,0,0.0,"2025-04-20 20:54:46"
15,"BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats","women's clothing",56.99,56.99,0,0.0,"2025-04-20 20:54:46"
16,"Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket","women's clothing",29.95,29.95,0,0.0,"2025-04-20 20:54:46"
17,"Rain Jacket Women Windbreaker Striped Climbing Raincoats","women's clothing",39.99,39.99,0,0.0,"2025-04-20 20:54:46"
18,"MBJ Women's Solid Short Sleeve Boat Neck V ","women's clothing",9.85,9.85,0,0.0,"2025-04-20 20:54:46"
19,"Opna Women's Short Sleeve Moisture","women's clothing",7.95,7.95,0,0.0,"2025-04-20 20:54:46"
20,"DANVOUY Womens T Shirt Casual Cotton Short","women's clothing",12.99,12.99,0,0.0,"2025-04-20 20:54:46"
id,title,category,price,old_price,price_drop,percent_drop,timestamp
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops","men's clothing",109.95,109.95,0,0.0,"2025-04-21 01:19:07"
2,"Mens Casual Premium Slim Fit T-Shirts ","men's clothing",22.3,22.3,0,0.0,"2025-04-21 01:19:07"
3,"Mens Cotton Jacket","men's clothing",55.99,55.99,0,0.0,"2025-04-21 01:19:07"
4,"Mens Casual Slim Fit","men's clothing",15.99,15.99,0,0.0,"2025-04-21 01:19:07"
5,"John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet",jewelery,695.0,695.0,0,0.0,"2025-04-21 01:19:07"
6,"Solid Gold Petite Micropave ",jewelery,168.0,168.0,0,0.0,"2025-04-21 01:19:07"
7,"White Gold Plated Princess",jewelery,9.99,9.99,0,0.0,"2025-04-21 01:19:07"
8,"Pierced Owl Rose Gold Plated Stainless Steel Double",jewelery,10.99,10.99,0,0.0,"2025-04-21 01:19:07"
9,"WD 2TB Elements Portable External Hard Drive - USB 3.0 ",electronics,64.0,64.0,0,0.0,"2025-04-21 01:19:07"
10,"SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s",electronics,109.0,109.0,0,0.0,"2025-04-21 01:19:07"
11,"Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5",electronics,109.0,109.0,0,0.0,"2025-04-21 01:19:07"
12,"WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive",electronics,114.0,114.0,0,0.0,"2025-04-21 01:19:07"
13,"Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin",electronics,599.0,599.0,0,0.0,"2025-04-21 01:19:07"
14,"Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ",electronics,999.99,999.99,0,0.0,"2025-04-21 01:19:07"
15,"BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats","women's clothing",56.99,56.99,0,0.0,"2025-04-21 01:19:07"
16,"Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket","women's clothing",29.95,29.95,0,0.0,"2025-04-21 01:19:07"
17,"Rain Jacket Women Windbreaker Striped Climbing Raincoats","women's clothing",39.99,39.99,0,0.0,"2025-04-21 01:19:07"
18,"MBJ Women's Solid Short Sleeve Boat Neck V ","women's clothing",9.85,9.85,0,0.0,"2025-04-21 01:19:07"
19,"Opna Women's Short Sleeve Moisture","women's clothing",7.95,7.95,0,0.0,"2025-04-21 01:19:07"
20,"DANVOUY Womens T Shirt Casual Cotton Short","women's clothing",12.99,12.99,0,0.0,"2025-04-21 01:19:07"
id,title,category,price,old_price,price_drop,percent_drop,timestamp
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops","men's clothing",109.95,109.95,0,0.0,"2025-04-21 01:23:12"
2,"Mens Casual Premium Slim Fit T-Shirts ","men's clothing",22.3,22.3,0,0.0,"2025-04-21 01:23:12"
3,"Mens Cotton Jacket","men's clothing",55.99,55.99,0,0.0,"2025-04-21 01:23:12"
4,"Mens Casual Slim Fit","men's clothing",15.99,15.99,0,0.0,"2025-04-21 01:23:12"
5,"John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet",jewelery,695.0,695.0,0,0.0,"2025-04-21 01:23:12"
6,"Solid Gold Petite Micropave ",jewelery,168.0,168.0,0,0.0,"2025-04-21 01:23:12"
7,"White Gold Plated Princess",jewelery,9.99,9.99,0,0.0,"2025-04-21 01:23:12"
8,"Pierced Owl Rose Gold Plated Stainless Steel Double",jewelery,10.99,10.99,0,0.0,"2025-04-21 01:23:12"
9,"WD 2TB Elements Portable External Hard Drive - USB 3.0 ",electronics,64.0,64.0,0,0.0,"2025-04-21 01:23:12"
10,"SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s",electronics,109.0,109.0,0,0.0,"2025-04-21 01:23:12"
11,"Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5",electronics,109.0,109.0,0,0.0,"2025-04-21 01:23:12"
12,"WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive",electronics,114.0,114.0,0,0.0,"2025-04-21 01:23:12"
13,"Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin",electronics,599.0,599.0,0,0.0,"2025-04-21 01:23:12"
14,"Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ",electronics,999.99,999.99,0,0.0,"2025-04-21 01:23:12"
15,"BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats","women's clothing",56.99,56.99,0,0.0,"2025-04-21 01:23:12"
16,"Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket","women's clothing",29.95,29.95,0,0.0,"2025-04-21 01:23:12"
17,"Rain Jacket Women Windbreaker Striped Climbing Raincoats","women's clothing",39.99,39.99,0,0.0,"2025-04-21 01:23:12"
18,"MBJ Women's Solid Short Sleeve Boat Neck V ","women's clothing",9.85,9.85,0,0.0,"2025-04-21 01:23:12"
19,"Opna Women's Short Sleeve Moisture","women's clothing",7.95,7.95,0,0.0,"2025-04-21 01:23:12"
20,"DANVOUY Womens T Shirt Casual Cotton Short","women's clothing",12.99,12.99,0,0.0,"2025-04-21 01:23:12"
id,title,category,price,old_price,price_drop,percent_drop,timestamp
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops","men's clothing",109.95,109.95,0,0.0,"2025-04-21 01:24:58"
2,"Mens Casual Premium Slim Fit T-Shirts ","men's clothing",22.3,22.3,0,0.0,"2025-04-21 01:24:58"
3,"Mens Cotton Jacket","men's clothing",55.99,55.99,0,0.0,"2025-04-21 01:24:58"
4,"Mens Casual Slim Fit","men's clothing",15.99,15.99,0,0.0,"2025-04-21 01:24:58"
5,"John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet",jewelery,695.0,695.0,0,0.0,"2025-04-21 01:24:58"
6,"Solid Gold Petite Micropave ",jewelery,168.0,168.0,0,0.0,"2025-04-21 01:24:58"
7,"White Gold Plated Princess",jewelery,9.99,9.99,0,0.0,"2025-04-21 01:24:58"
8,"Pierced Owl Rose Gold Plated Stainless Steel Double",jewelery,10.99,10.99,0,0.0,"2025-04-21 01:24:58"
9,"WD 2TB Elements Portable External Hard Drive - USB 3.0 ",electronics,64.0,64.0,0,0.0,"2025-04-21 01:24:58"
10,"SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s",electronics,109.0,109.0,0,0.0,"2025-04-21 01:24:58"
11,"Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5",electronics,109.0,109.0,0,0.0,"2025-04-21 01:24:58"
12,"WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive",electronics,114.0,114.0,0,0.0,"2025-04-21 01:24:58"
13,"Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin",electronics,599.0,599.0,0,0.0,"2025-04-21 01:24:58"
14,"Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ",electronics,999.99,999.99,0,0.0,"2025-04-21 01:24:58"
15,"BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats","women's clothing",56.99,56.99,0,0.0,"2025-04-21 01:24:58"
16,"Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket","women's clothing",29.95,29.95,0,0.0,"2025-04-21 01:24:58"
17,"Rain Jacket Women Windbreaker Striped Climbing Raincoats","women's clothing",39.99,39.99,0,0.0,"2025-04-21 01:24:58"
18,"MBJ Women's Solid Short Sleeve Boat Neck V ","women's clothing",9.85,9.85,0,0.0,"2025-04-21 01:24:58"
19,"Opna Women's Short Sleeve Moisture","women's clothing",7.95,7.95,0,0.0,"2025-04-21 01:24:58"
20,"DANVOUY Womens T Shirt Casual Cotton Short","women's clothing",12.99,12.99,0,0.0,"2025-04-21 01:24:58"
id,title,category,price,old_price,price_drop,percent_drop,timestamp
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops","men's clothing",109.95,109.95,0,0.0,"2025-04-21 01:26:02"
2,"Mens Casual Premium Slim Fit T-Shirts ","men's clothing",22.3,22.3,0,0.0,"2025-04-21 01:26:02"
3,"Mens Cotton Jacket","men's clothing",55.99,55.99,0,0.0,"2025-04-21 01:26:02"
4,"Mens Casual Slim Fit","men's clothing",15.99,15.99,0,0.0,"2025-04-21 01:26:02"
5,"John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet",jewelery,695.0,695.0,0,0.0,"2025-04-21 01:26:02"
6,"Solid Gold Petite Micropave ",jewelery,168.0,168.0,0,0.0,"2025-04-21 01:26:02"
7,"White Gold Plated Princess",jewelery,9.99,9.99,0,0.0,"2025-04-21 01:26:02"
8,"Pierced Owl Rose Gold Plated Stainless Steel Double",jewelery,10.99,10.99,0,0.0,"2025-04-21 01:26:02"
9,"WD 2TB Elements Portable External Hard Drive - USB 3.0 ",electronics,64.0,64.0,0,0.0,"2025-04-21 01:26:02"
10,"SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s",electronics,109.0,109.0,0,0.0,"2025-04-21 01:26:02"
11,"Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5",electronics,109.0,109.0,0,0.0,"2025-04-21 01:26:02"
12,"WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive",electronics,114.0,114.0,0,0.0,"2025-04-21 01:26:02"
13,"Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin",electronics,599.0,599.0,0,0.0,"2025-04-21 01:26:02"
14,"Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ",electronics,999.99,999.99,0,0.0,"2025-04-21 01:26:02"
15,"BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats","women's clothing",56.99,56.99,0,0.0,"2025-04-21 01:26:02"
16,"Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket","women's clothing",29.95,29.95,0,0.0,"2025-04-21 01:26:02"
17,"Rain Jacket Women Windbreaker Striped Climbing Raincoats","women's clothing",39.99,39.99,0,0.0,"2025-04-21 01:26:02"
18,"MBJ Women's Solid Short Sleeve Boat Neck V ","women's clothing",9.85,9.85,0,0.0,"2025-04-21 01:26:02"
19,"Opna Women's Short Sleeve Moisture","women's clothing",7.95,7.95,0,0.0,"2025-04-21 01:26:02"
20,"DANVOUY Womens T Shirt Casual Cotton Short","women's clothing",12.99,12.99,0,0.0,"2025-04-21 01:26:02"
id,title,category,price,old_price,price_drop,percent_drop,timestamp
1,Bracelet,Jewelery,489.92,796.1,1,38.45999246325839,"2025-04-01 00:00:00"
2,T-Shirt,Fashion,561.15,771.45,1,27.260353879058925,"2025-04-01 00:01:00"
3,Smartphone,Electronics,205.4,205.4,0,0.0,"2025-04-01 00:02:00"
4,Laptop,Electronics,176.83,252.24,1,29.89613066920393,"2025-04-01 00:03:00"
5,Dress,Fashion,76.66,108.98,1,29.656817764727478,"2025-04-01 00:04:00"
6,Smartphone,Electronics,503.76,656.21,1,23.23189222962162,"2025-04-01 00:05:00"
7,Smartphone,Electronics,913.64,1315.09,1,30.526427849044545,"2025-04-01 00:06:00"
8,Earrings,Jewelery,993.35,1465.27,1,32.207033516007286,"2025-04-01 00:07:00"
9,Laptop,Electronics,1213.16,1213.16,0,0.0,"2025-04-01 00:08:00"
10,Earrings,Jewelery,1430.7,1845.15,1,22.461588488740755,"2025-04-01 00:09:00"
11,Smartwatch,Electronics,182.59,210.89,1,13.419318127933987,"2025-04-01 00:10:00"
12,Pendant,Jewelery,947.71,1107.08,1,14.395526971853878,"2025-04-01 00:11:00"
13,"Bluetooth Speaker",Electronics,179.17,179.17,0,0.0,"2025-04-01 00:12:00"
14,Smartwatch,Electronics,1392.29,1392.29,0,0.0,"2025-04-01 00:13:00"
15,T-Shirt,Fashion,334.34,524.81,1,36.29313465825727,"2025-04-01 00:14:00"
16,Jeans,Fashion,824.62,1045.3,1,21.111642590643832,"2025-04-01 00:15:00"
17,"Bluetooth Speaker",Electronics,1499.23,1615.29,1,7.185087507506389,"2025-04-01 00:16:00"
18,Headphones,Electronics,394.2,518.98,1,24.0433157347104,"2025-04-01 00:17:00"
19,Sneakers,Fashion,957.64,1336.75,1,28.36057602393866,"2025-04-01 00:18:00"
20,Pendant,Jewelery,217.45,326.47,1,33.39357368211475,"2025-04-01 00:19:00"
21,Smartphone,Electronics,1669.35,1884.1,1,11.39801496735842,"2025-04-01 00:20:00"
22,Jacket,Fashion,633.32,849.85,1,25.478613873036416,"2025-04-01 00:21:00"
23,Bracelet,Jewelery,467.61,593.76,1,21.245957962813257,"2025-04-01 00:22:00"
24,Jacket,Fashion,1108.82,1497.34,1,25.947346628020355,"2025-04-01 00:23:00"
25,Headphones,Electronics,487.59,487.59,0,0.0,"2025-04-01 00:24:00"
26,Smartphone,Electronics,1298.82,1469.5,1,11.614834977883639,"2025-04-01 00:25:00"
27,Smartwatch,Electronics,1718.99,1958.84,1,12.244491637908146,"2025-04-01 00:26:00"
28,T-Shirt,Fashion,636.92,829.03,1,23.172864673172263,"2025-04-01 00:27:00"
29,Smartphone,Electronics,1631.25,1631.25,0,0.0,"2025-04-01 00:28:00"
30,Jacket,Fashion,785.76,1303.68,1,39.72754050073638,"2025-04-01 00:29:00"
31,Ring,Jewelery,171.29,264.64,1,35.27433494558645,"2025-04-01 00:30:00"
32,"Bluetooth Speaker",Electronics,105.31,146.68,1,28.204254158712843,"2025-04-01 00:31:00"
33,T-Shirt,Fashion,1645.19,1645.19,0,0.0,"2025-04-01 00:32:00"
34,Earrings,Jewelery,1174.03,1502.29,1,21.850641354199254,"2025-04-01 00:33:00"
35,Earrings,Jewelery,1013.67,1013.67,0,0.0,"2025-04-01 00:34:00"
36,Earrings,Jewelery,1484.83,1656.34,1,10.354758081070312,"2025-04-01 00:35:00"
37,Smartwatch,Electronics,995.08,1114.15,1,10.687070861194636,"2025-04-01 00:36:00"
38,Jacket,Fashion,649.1,649.1,0,0.0,"2025-04-01 00:37:00"
39,Necklace,Jewelery,851.61,851.61,0,0.0,"2025-04-01 00:38:00"
40,"Bluetooth Speaker",Electronics,177.64,199.2,1,10.823293172690764,"2025-04-01 00:39:00"
41,Necklace,Jewelery,608.02,911.37,1,33.28505436869767,"2025-04-01 00:40:00"
42,Smartwatch,Electronics,1078.32,1571.75,1,31.39366947669795,"2025-04-01 00:41:00"
43,Smartwatch,Electronics,1032.18,1401.08,1,26.32968852599423,"2025-04-01 00:42:00"
44,Ring,Jewelery,302.81,302.81,0,0.0,"2025-04-01 00:43:00"
45,Necklace,Jewelery,1052.11,1432.01,1,26.529144349550638,"2025-04-01 00:44:00"
46,Earrings,Jewelery,486.14,632.05,1,23.085198955778814,"2025-04-01 00:45:00"
47,Smartwatch,Electronics,1231.86,1231.86,0,0.0,"2025-04-01 00:46:00"
48,Smartphone,Electronics,1204.87,1607.02,1,25.02457965675599,"2025-04-01 00:47:00"
49,Sneakers,Fashion,1763.22,1763.22,0,0.0,"2025-04-01 00:48:00"
50,Earrings,Jewelery,154.36,154.36,0,0.0,"2025-04-01 00:49:00"
51,T-Shirt,Fashion,984.43,1084.36,1,9.215574163561913,"2025-04-01 00:50:00"
52,Necklace,Jewelery,651.79,797.87,1,18.308747038991317,"2025-04-01 00:51:00"
53,Smartwatch,Electronics,873.29,946.31,1,7.716287474506238,"2025-04-01 00:52:00"
54,Smartwatch,Electronics,1631.58,1753.29,1,6.941806546549632,"2025-04-01 00:53:00"
55,Smartphone,Electronics,1573.73,1951.46,1,19.35627683887961,"2025-04-01 00:54:00"
56,Sneakers,Fashion,547.31,547.31,0,0.0,"2025-04-01 00:55:00"
57,Bracelet,Jewelery,984.29,1162.26,1,15.31240858327741,"2025-04-01 00:56:00"
58,Dress,Fashion,516.12,654.48,1,21.14044737807114,"2025-04-01 00:57:00"
59,Jeans,Fashion,781.55,860.7,1,9.196003253166039,"2025-04-01 00:58:00"
60,Sneakers,Fashion,308.59,332.53,1,7.199350434547259,"2025-04-01 00:59:00"
61,Laptop,Electronics,1095.15,1632.75,1,32.92604501607717,"2025-04-01 01:00:00"
62,Ring,Jewelery,1525.78,1841.22,1,17.13211892115011,"2025-04-01 01:01:00"
63,Necklace,Jewelery,325.4,363.85,1,10.567541569328032,"2025-04-01 01:02:00"
64,"Bluetooth Speaker",Electronics,586.01,947.32,1,38.14022716716632,"2025-04-01 01:03:00"
65,"Bluetooth Speaker",Electronics,1660.48,1838.54,1,9.68485863783219,"2025-04-01 01:04:00"
66,Pendant,Jewelery,1804.09,1804.09,0,0.0,"2025-04-01 01:05:00"
67,Earrings,Jewelery,1275.8,1624.45,1,21.46264889654961,"2025-04-01 01:06:00"
68,Bracelet,Jewelery,412.36,412.36,0,0.0,"2025-04-01 01:07:00"
69,Jacket,Fashion,829.74,1369.56,1,39.41557872601419,"2025-04-01 01:08:00"
70,Ring,Jewelery,133.64,144.63,1,7.598700131369708,"2025-04-01 01:09:00"
71,T-Shirt,Fashion,1780.88,1780.88,0,0.0,"2025-04-01 01:10:00"
72,Sneakers,Fashion,835.37,1292.46,1,35.36589140089442,"2025-04-01 01:11:00"
73,Jacket,Fashion,1934.72,1934.72,0,0.0,"2025-04-01 01:12:00"
74,Jeans,Fashion,663.51,905.96,1,26.761667181774033,"2025-04-01 01:13:00"
75,T-Shirt,Fashion,346.12,346.12,0,0.0,"2025-04-01 01:14:00"
76,Earrings,Jewelery,1285.73,1408.53,1,8.718309159194334,"2025-04-01 01:15:00"
77,Bracelet,Jewelery,115.71,143.65,1,19.450052210233213,"2025-04-01 01:16:00"
78,Necklace,Jewelery,1307.45,1981.37,1,34.01282950685636,"2025-04-01 01:17:00"
79,Necklace,Jewelery,364.95,407.97,1,10.544893006838747,"2025-04-01 01:18:00"
80,Sneakers,Fashion,682.25,748.72,1,8.877818142963994,"2025-04-01 01:19:00"
81,Headphones,Electronics,1381.98,1708.1,1,19.092558983666056,"2025-04-01 01:20:00"
82,T-Shirt,Fashion,1352.71,1352.71,0,0.0,"2025-04-01 01:21:00"
83,Smartwatch,Electronics,340.72,340.72,0,0.0,"2025-04-01 01:22:00"
84,Ring,Jewelery,300.69,300.69,0,0.0,"2025-04-01 01:23:00"
85,Smartphone,Electronics,140.97,140.97,0,0.0,"2025-04-01 01:24:00"
86,Jacket,Fashion,940.65,1513.61,1,37.85387252991193,"2025-04-01 01:25:00"
87,Earrings,Jewelery,909.01,1014.06,1,10.359347573121902,"2025-04-01 01:26:00"
88,Earrings,Jewelery,935.08,1007.09,1,7.150304342213704,"2025-04-01 01:27:00"
89,Dress,Fashion,616.92,693.9,1,11.093817552961525,"2025-04-01 01:28:00"
90,Dress,Fashion,1154.39,1694.64,1,31.87992730019355,"2025-04-01 01:29:00"
91,Ring,Jewelery,1425.49,1425.49,0,0.0,"2025-04-01 01:30:00"
92,Jacket,Fashion,1214.66,1214.66,0,0.0,"2025-04-01 01:31:00"
93,Earrings,Jewelery,1090.82,1148.3,1,5.005660541670297,"2025-04-01 01:32:00"
94,"Bluetooth Speaker",Electronics,1314.52,1314.52,0,0.0,"2025-04-01 01:33:00"
95,"Bluetooth Speaker",Electronics,1658.19,1658.19,0,0.0,"2025-04-01 01:34:00"
96,Headphones,Electronics,1091.47,1091.47,0,0.0,"2025-04-01 01:35:00"
97,Dress,Fashion,1519.66,1519.66,0,0.0,"2025-04-01 01:36:00"
